"","Commodity2","APMC","Year","maxfluctrel","maxfluct"
"441","wheathusked","Solapur",2014,71.9253058596265,1117
"442","pigeon pea tur","Paithan",2015,25,1116
"443","sorgumjawar","Sangali",2015,70,1113
"444","wheathusked","Kolhapur-Laxmipuri",2014,68.4923076923077,1113
"445","pigeon pea tur","Purna",2016,14.106463878327,1113
"446","pigeon pea tur","Barshi",2015,22.1605465414176,1112
"447","pigeon pea tur","Kurdwadi",2015,28.641402423305,1111
"448","sesamum","Umarga",2014,13.7513034410845,1108
"449","bajri","Majalgaon",2015,103.568075117371,1103
"450","sorgumjawar","Mangalwedha",2015,95.7391304347826,1101
"451","sorgumjawar","Pathari",2014,73.3333333333333,1100
"452","ricepaddyhus","Sakri",2016,55,1100
"453","pigeon pea tur","Shrirampur",2014,36.6666666666667,1100
"454","pigeon pea tur","Devala",2015,22.8928199791883,1100
"455","sesamum","Akola",2015,20,1100
"456","pigeon pea tur","Hingna",2016,18.3333333333333,1100
"457","sorgumjawar","Ausa",2015,62.9438717067583,1099
"458","pigeon pea tur","Latur",2014,25.828437132785,1099
"459","pigeon pea tur","Dound",2016,17.8409090909091,1099
"460","pigeon pea tur","Pusad",2016,13.144298930674,1094
"461","sorgumjawar","Indapur",2015,87.7207062600321,1093
"462","pigeon pea tur","Umared",2015,19.4035150008876,1093
"463","pigeon pea tur","Hingoli-Kanegaon Naka",2016,17.9398718580582,1092
"464","sorgumjawar","Nira-Saswad",2016,68.125,1090
"465","wheathusked","Dondaicha-Sindkheda",2016,65.2460984393758,1087
"466","cotton","Katol",2016,26.1583011583012,1084
"467","pigeon pea tur","Gevrai",2016,21.0608121235671,1084
"468","sorgumjawar","Mukhed",2015,66.2790697674419,1083
"469","bajri","Phaltan",2016,84.8627450980392,1082
"470","pigeon pea tur","Parola",2015,16.7493027579795,1081
"471","ricepaddyhus","Bhivandi",2014,76.0225669957687,1078
"472","pigeon pea tur","Sengaon",2016,13.2570162481536,1077
"473","pigeon pea tur","Chikhali",2014,29.7155481911074,1076
"474","pigeon pea tur","Chalisgaon",2015,22.2222222222222,1072
"475","pigeon pea tur","Chandrapur",2016,13.7204522096608,1068
"476","pigeon pea tur","Digras",2015,13.3592087141605,1067
"477","sorgumjawar","Beed",2015,66.7504714016342,1062
"478","sorgumjawar","Indapur",2016,59.8866855524079,1057
"479","bajri","Ulhasnagar",2016,55.5623471882641,1057
"480","bajri","Pune",2014,49.2063492063492,1054
"481","wheathusked","Vasai",2016,71.2931618144888,1053
"482","pigeon pea tur","Majalgaon",2014,29.048275862069,1053
"483","pigeon pea tur","Latur-Murud",2015,12.7237542331882,1052
"484","sorgumjawar","Shirpur",2015,83.7450199203187,1051
"485","pigeon pea tur","Osmanabad",2014,23.8863636363636,1051
"486","sorgumjawar","Kada",2016,62.9375,1050
"487","grnut kernels","Mumbai",2014,17.6470588235294,1050
"488","grnut kernels","Pune-Pimpri",2015,15.0537634408602,1050
"489","pigeon pea tur","Anajngaon Surji",2016,13.3909287257019,1050
"490","pigeon pea tur","Chalisgaon",2016,14.9408916108816,1049
"491","pigeon pea tur","Murtizapur",2015,19.6554770318021,1048
"492","pigeon pea tur","Chandur Rly.",2016,13.9356402315875,1045
"493","bajri","Dudhani",2016,62.0607504466945,1042
"494","sorgumjawar","Beed",2014,63.9042357274402,1041
"495","pigeon pea tur","Washim",2015,13.038570084666,1037
"496","sesamum","Ambejogai",2014,11.0423557025499,1035
"497","sorgumjawar","Lasur Station",2015,88.1849315068493,1030
"498","wheatunhusked","Solapur",2015,49.3975903614458,1025
"499","pigeon pea tur","Kada (Ashti)",2016,16.1417322834646,1025
"500","pigeon pea tur","Khamgaon",2014,25.1229105211406,1022
"501","pigeon pea tur","Aurangabad",2015,20.44,1022
"502","pigeon pea tur","Taloda",2014,23.4941149319178,1018
"503","sunflower","Lasalgaon",2014,43.2581880051042,1017
"504","cotton","Samudrapur",2016,25.9108280254777,1017
"505","wheathusked","Kolhapur-Laxmipuri",2015,56.7749160134378,1014
"506","sorgumjawar","Ahmednagar",2015,59.2267135325132,1011
"507","pigeon pea tur","Nandgaon Khandeshwar",2016,14.5180023228804,1004
"508","sorgumjawar","Chalisgaon",2015,82.2805578342904,1003
"509","pigeon pea tur","Wardha",2016,12.4704712172075,1003
"510","sorgumjawar","Ahmednagar",2014,62.5625,1001
"511","pigeon pea tur","Akkolkot",2014,23.8333333333333,1001
"512","coconut","Alibag",2016,100,1000
"513","sorgumjawar","Paranda",2016,68.1198910081744,1000
"514","pigeon pea tur","Sakri",2016,55.5555555555556,1000
"515","pigeon pea tur","Ramtek",2015,50,1000
"516","ricepaddyhus","Murud",2016,39.3236335037357,1000
"517","wheathusked","Nandgaon",2016,37.6279349789284,1000
"518","ricepaddyhus","Alibag",2015,33.3333333333333,1000
"519","ricepaddyhus","Alibag",2016,28.5714285714286,1000
"520","cotton","Yawal",2016,25,1000
"521","cotton","Atpadi",2015,22.2222222222222,1000
"522","pigeon pea tur","Deulgaon Raja",2015,22.2222222222222,1000
"523","pigeon pea tur","Vaijapur",2016,20,1000
"524","sesamum","Anajngaon Surji",2015,16.6666666666667,1000
"525","sesamum","Indapur-Bhigwan",2016,16.5261940175178,1000
"526","pigeon pea tur","Jalgaon Jamod",2016,16.0714285714286,1000
"527","pigeon pea tur","Jalkot",2016,14.2857142857143,1000
"528","pigeon pea tur","Pachora",2015,14.2857142857143,1000
"529","pigeon pea tur","Parshiwani",2015,13.3333333333333,1000
"530","pigeon pea tur","Ghansawangi",2016,12.5,1000
"531","pigeon pea tur","Vaijapur",2015,12.3426314490249,1000
"532","sesamum","Jalgaon Jamod-Aasalgaon",2015,10.5263157894737,1000
"533","ricepaddyhus","Lasalgaon",2015,58.1722319859403,993
"534","cotton","Sindi (Selu)",2016,26.5311580636534,992
"535","pigeon pea tur","Morshi",2015,12.6,992
"536","sesamum","Kalamb (Os)",2016,21.3192498383272,989
"537","pigeon pea tur","Shegaon",2016,12.3239875389408,989
"538","sorgumjawar","Mohol",2015,63.1309904153355,988
"539","pigeon pea tur","Nilanga",2014,24.7619047619048,988
"540","wheathusked","Kalamb (Os)",2015,58.3759590792839,987
"541","sorgumjawar","Kada (Ashti)",2015,62.9392971246006,985
"542","wheathusked","Kalvan",2015,66.8932698844324,984
"543","pigeon pea tur","Karanja",2016,13.1574688460916,978
"544","sorgumjawar","Karjat (A- Nagar)",2016,54.1666666666667,975
"545","wheathusked","Mangalwedha",2015,72.6274509803922,972
"546","sorgumjawar","Osmanabad",2014,67.3370319001387,971
"547","sorgumjawar","Sangali",2016,57.0505287896592,971
"548","cotton","Kille Dharur",2016,23.5065565808645,968
"549","wheathusked","Barshi",2016,56.450671336836,967
"550","sesamum","Gevrai",2015,15.6163491288064,959
"551","sorgumjawar","Solapur",2014,54.0937323546019,958
"552","cotton","Hinganghat",2016,23.2886723507917,956
"553","cotton","Vani",2016,25.2311756935271,955
"554","pigeon pea tur","Raver",2016,15.3549010140029,954
"555","sorgumjawar","Mohol",2016,57.6969696969697,952
"556","wheathusked","Kille Dharur",2015,65.5862068965517,951
"557","cotton","Sindi",2016,23.75,950
"558","sorgumjawar","Baramati",2016,58.4375,949
"559","pigeon pea tur","Jintur",2016,11.9626875078785,949
"560","pigeon pea tur","Beed",2016,13.1051752921536,942
"561","sorgumjawar","Baramati",2015,56.9745815251085,940
"562","sunflower","Nandurbar",2014,30.5591677503251,940
"563","pigeon pea tur","Ambejogai",2014,27.1884057971014,938
"564","pigeon pea tur","Pulgaon",2016,13.000693000693,938
"565","pigeon pea tur","Jintur-Bori",2015,19.5371142618849,937
"566","pigeon pea tur","Raver",2015,19.9657240788346,932
"567","sorgumjawar","Mangalwedha",2014,56.6301703163017,931
"568","wheathusked","Majalgaon",2016,61.6710875331565,930
"569","wheathusked","Kada",2016,61.4,924
"570","wheatunhusked","Baramati",2016,40.473061760841,924
"571","wheathusked","Akola",2016,52.058657642414,923
"572","pigeon pea tur","Deglur",2015,11.4901033237894,923
"573","wheathusked","Indapur",2016,59.0006406149904,921
"574","sorgumjawar","Nira",2015,56.2271062271062,921
"575","pigeon pea tur","Kalamb (Yawatmal)",2016,12.8491620111732,920
"576","pigeon pea tur","Basmat",2016,11.0843373493976,920
"577","sorgumjawar","Lonand",2016,57.4375,919
"578","sorgumjawar","Shevgaon",2014,57.2319201995013,918
"579","wheathusked","Akkolkot",2016,73.28,916
"580","pigeon pea tur","Rahuri-Vambori",2015,11.4129080488413,916
"581","pigeon pea tur","Devani",2015,11.4360704911886,915
"582","sorgumjawar","Dudhani",2015,84.305408271474,913
"583","sorgumjawar","Nira-Saswad",2015,57,912
"584","sesamum","Loha",2015,15.9341621432324,910
"585","pigeon pea tur","Sinner",2016,14.0447504302926,910
"586","wheathusked","Gevrai",2016,54.3764988009592,907
"587","pigeon pea tur","Mehkar",2014,23.3032258064516,903
"588","wheatunhusked","Akkolkot",2016,33.4074074074074,902
"589","ricepaddyhus","Palghar(Bevur)",2014,45.0274862568716,901
"590","pigeon pea tur","Yeola",2016,13.6515151515152,901
"591","sorgumjawar","Daryapur",2015,78.6026200873362,900
"592","wheathusked","Lonand",2016,61.0169491525424,900
"593","wheathusked","Ulhasnagar",2015,42.2535211267606,900
"594","pigeon pea tur","Newasa",2015,14.5560407569141,900
"595","pigeon pea tur","Kopargaon",2015,14.4857556735876,900
"596","pigeon pea tur","Pavani",2016,14.2857142857143,900
"597","wheathusked","Indapur-Bhigwan",2016,56.7909033480733,899
"598","maize","Umarga",2014,85.2380952380952,895
"599","cotton","Rajura",2016,22.8527607361963,894
"600","wheathusked","Dondaicha",2016,61.3636363636364,891
"601","pigeon pea tur","Nanded",2015,11.7779246530073,891
"602","sunflower","Rahuri-Vambori",2016,44.5,890
"603","pigeon pea tur","Aarni",2014,22.1393034825871,890
"604","bajri","Paithan",2016,61.6666666666667,888
"605","pigeon pea tur","Dondaicha-Sindkheda",2016,14.0791355474337,886
"606","sorgumjawar","Ambad(Vadi Godri)",2016,66.8693009118541,884
"607","pigeon pea tur","Kalamb (Os)",2014,27.5054636278489,881
"608","sorgumjawar","Paranda",2015,68,880
"609","bajri","Kille Dharur",2014,63.2829373650108,879
"610","sesamum","Akot",2015,14.9821032895858,879
"611","wheathusked","Phaltan",2015,62.5714285714286,876
"612","sorgumjawar","Akluj",2014,56.8627450980392,870
"613","wheathusked","Barshi",2015,60.5024424284717,867
"614","pigeon pea tur","Ghatanji",2016,11.1511254019293,867
"615","sorgumjawar","Lonand",2015,55.6913183279743,866
"616","wheathusked","Majalgaon",2015,64.9096385542169,862
"617","sorgumjawar","Ambad(Vadi Godri)",2015,73.3732876712329,857
"618","bajri","Lasalgaon",2016,61.7328519855596,855
"619","pigeon pea tur","Nagpur",2014,20.8048780487805,853
"620","sesamum","Dhule",2015,12.9090909090909,852
"621","pigeon pea tur","Hingoli",2016,16.3183125599233,851
"622","wheathusked","Umarga",2016,62.962962962963,850
"623","wheathusked","Indapur-Bhigwan",2014,58.6206896551724,850
"624","wheathusked","Akole",2016,54.8387096774194,850
"625","ricepaddyhus","Aheri",2015,47.887323943662,850
"626","sunflower","Latur",2014,36.9565217391304,850
"627","sesamum","Khamgaon",2016,19.5942830797603,850
"628","pigeon pea tur","Osmanabad",2015,18.2795698924731,850
"629","sorgumjawar","Lonand",2014,54.4929396662388,849
"630","pigeon pea tur","Pandharkawada",2015,13.0892857142857,849
"631","wheatunhusked","Umarga",2016,46.7217630853994,848
"632","bajri","Pathari",2016,125.481481481481,847
"633","wheathusked","Pusad",2016,51.4580801944107,847
"634","sorgumjawar","Solapur",2016,48.3723586521987,847
"635","pigeon pea tur","Vani",2016,10.580886945659,847
"636","wheathusked","Shahada",2016,52.5170913610938,845
"637","pigeon pea tur","Jintur-Bori",2016,12.3247663551402,844
"638","pigeon pea tur","Bhokar",2015,13.9638893490144,843
"639","sorgumjawar","Ulhasnagar",2015,38.3036935704514,840
"640","pigeon pea tur","Gangapur",2016,17.9219116705782,840
"641","pigeon pea tur","Sillod",2015,12.5937031484258,840
"642","wheathusked","Mangrulpeer",2016,63.8994668697639,839
"643","pigeon pea tur","Jamkhed",2015,10.5072010018785,839
"644","bajri","Kille Dharur",2015,59.4326241134752,838
"645","sorgumjawar","Mantha",2014,70.9322033898305,837
"646","sorgumjawar","Mangalwedha",2016,52.0522388059702,837
"647","sesamum","Bhokar",2016,14.3151037202126,835
"648","wheathusked","Kurdwadi-Modnimb",2015,62.2568093385214,834
"649","sesamum","Kalamb (Os)",2014,8.74672260094389,834
"650","wheathusked","Bhivandi",2016,44.617032672737,833
"651","nigerseed","Kalamb (Os)",2016,39.5714285714286,831
"652","cotton","Umared",2016,20.75,830
"653","pigeon pea tur","Jalna-Badnapur",2016,15.6899810964083,830
"654","cotton","Gangakhed",2016,19.9278846153846,829
"655","grnut kernels","Pune-Pimpri",2016,10.9598096245373,829
"656","pigeon pea tur","Udgir",2016,9.47320306250714,829
"657","cotton","Pulgaon",2016,20.121802679659,826
"658","pigeon pea tur","Achalpur",2016,10.3172620534599,826
"659","pigeon pea tur","Loha",2015,11.8813559322034,821
"660","bajri","Indapur-Bhigwan",2016,59.8103574033552,820
"661","bajri","Nira-Saswad",2016,53.9473684210526,820
"662","pigeon pea tur","Pathardi",2015,13.7755102040816,820
"663","pigeon pea tur","Nanded",2016,10.2795537169362,820
"664","sorgumjawar","Shahada",2016,60.7566765578635,819
"665","paddyunhusked","Chamorshi",2016,39.0371782650143,819
"666","pigeon pea tur","Chopda",2016,10.9636777911808,818
"667","sorgumjawar","Ahmednagar",2016,49.4545454545455,816
"668","wheathusked","Ausa",2014,55.608755129959,813
"669","pigeon pea tur","Kurdwadi",2016,10.9344262295082,813
"670","wheathusked","Hingoli",2015,56.0773480662983,812
"671","pigeon pea tur","Samudrapur",2015,15.8408115489661,812
"672","wheathusked","Loha",2015,73.7272727272727,811
"673","maize","Dhadgaon",2016,57.4573863636364,809
"674","pigeon pea tur","Digras",2016,9.64818127608825,809
"675","pigeon pea tur","Kalmeshwar",2015,12.8537170263789,804
"676","pigeon pea tur","Kalamb (Yawatmal)",2015,11.0361910004128,802
"677","pigeon pea tur","Patur",2016,11.340038935756,801
"678","bajri","Phaltan",2014,59.7907324364723,800
"679","wheathusked","Mantha",2015,56.8181818181818,800
"680","sorgumjawar","Mohol",2014,51.0897435897436,800
"681","sorgumjawar","Malegaon",2015,40.4653515427415,800
"682","sunflower","Anajngaon Surji",2014,40,800
"683","sorgumjawar","Baramati",2014,37.2093023255814,800
"684","ricepaddyhus","Bhor",2016,25,800
"685","cotton","Varora",2016,19.2067307692308,800
"686","pigeon pea tur","Jalna-Badnapur",2014,18.6046511627907,800
"687","pigeon pea tur","Malegaon (Washim)",2016,15.6862745098039,800
"688","pigeon pea tur","Parbhani",2016,13.7931034482759,800
"689","pigeon pea tur","Jalgaon",2016,12.6984126984127,800
"690","pigeon pea tur","Akkalkuwa",2016,11.9402985074627,800
"691","pigeon pea tur","Mangalwedha",2016,10.2171136653895,800
"692","sesamum","Jintur",2015,9.6969696969697,800
"693","sesamum","Kej",2014,8.98876404494382,800
"694","wheathusked","Mangalwedha",2016,48.2779456193353,799
"695","wheathusked","Phaltan",2016,53.0666666666667,796
"696","sesamum","Pachora",2016,17.5884955752212,795
"697","sesamum","Yeotmal",2015,14.3114311431143,795
"698","wheathusked","Umared",2015,53.8305084745763,794
"699","cotton","Khamgaon",2016,19.2438196800776,794
"700","cotton","Wardha",2016,18.7751241428234,794
"701","wheathusked","Lonand",2015,54.2036910457963,793
"702","pigeon pea tur","Mangalwedha",2015,18.9985625299473,793
"703","cotton","Bhokar",2016,19.9145084234348,792
"704","sorgumjawar","Ahmedpur",2014,77.4288518155054,789
"705","pigeon pea tur","Kurdwadi",2014,28.7878787878788,789
"706","cotton","Sindi (Selu)",2015,21.5890410958904,788
"707","pigeon pea tur","Chakur",2016,9.39997614219253,788
"708","sorgumjawar","Osmanabad",2015,68.586387434555,786
"709","sorgumjawar","Nandurbar",2015,56.0228082679971,786
"710","bajri","Kolhapur-Laxmipuri",2015,76.9911504424779,783
"711","sorgumjawar","Indapur (Nimgaon Ketki)",2015,56.8,781
"712","wheathusked","Pathardi",2016,48.1481481481481,780
"713","pigeon pea tur","Amalner",2016,10.7569721115538,776
"714","bajri","Dound",2016,62.6515763945028,775
"715","sorgumjawar","Jalkot",2016,41.5500538213132,772
"716","wheathusked","Nanded",2015,55.756698044895,770
"717","pigeon pea tur","Umarga",2014,19.4486595852301,769
"718","wheathusked","Beed",2015,45.2830188679245,768
"719","wheatunhusked","Sangali",2014,20.1842105263158,767
"720","pigeon pea tur","Hadgaon",2016,9.22705314009662,764
"721","grnut kernels","Pune",2015,9.73980798664255,763
"722","cotton","Pulgaon",2015,20.4955561540533,761
"723","wheathusked","Beed",2016,46.0048426150121,760
"724","cotton","Bhokar",2015,20.0899947061938,759
"725","wheathusked","Lasalgaon",2015,57.5113808801214,758
"726","wheathusked","Umared",2016,47.375,758
"727","wheathusked","Bhivandi",2014,54.5389048991354,757
"728","pigeon pea tur","Bhiwapur",2016,9.77657238796332,757
"729","wheathusked","Partur",2016,44.2622950819672,756
"730","grnut kernels","Pune",2014,11.2686567164179,755
"731","pigeon pea tur","Jalna",2014,18.9563902193093,754
"732","wheathusked","Sonpeth",2016,50.0666666666667,751
"733","sunflower","Daryapur",2014,29.4509803921569,751
"734","sorgumjawar","Sailu",2015,65.2173913043478,750
"735","bajri","Baramati",2015,60,750
"736","bajri","Akole",2016,51.7241379310345,750
"737","wheathusked","Umarga",2015,51.0741510741511,750
"738","paddyunhusked","Shirala",2016,50,750
"739","wheathusked","Nira-Saswad",2016,46.7050543825976,750
"740","safflower","Nandurbar",2016,19.9097425006637,750
"741","pigeon pea tur","Daryapur",2014,17.1211761916054,750
"742","pigeon pea tur","Ahmedpur",2014,19.0573248407643,748
"743","sorgumjawar","Indapur (Nimgaon Ketki)",2016,48.8219895287958,746
"744","pigeon pea tur","Udgir",2014,15.8669225847729,744
"745","pigeon pea tur","Mantha",2015,11.5258557902403,743
"746","pigeon pea tur","Dound",2015,11.3455657492355,742
"747","pigeon pea tur","Morshi",2016,9.17317466220404,740
"748","paddyunhusked","Ahmedpur",2015,119.001610305958,739
"749","sorgumjawar","Dound",2015,40.0325027085591,739
"750","paddyunhusked","Chamorshi",2015,38.3896103896104,739
"751","pigeon pea tur","Murtizapur",2014,16.5992812219227,739
"752","sunflower","Amarawati",2016,15.1745379876797,739
"753","pigeon pea tur","Akhadabalapur",2016,9.47976878612717,738
"754","sorgumjawar","Washim",2015,60.5761316872428,736
"755","bajri","Jalna",2016,63.5220125786163,733
"756","wheathusked","Solapur",2016,34.0018656716418,729
"757","sorgumjawar","Lasur Station",2014,61.3827993254637,728
"758","pigeon pea tur","Barshi",2014,18.5572266122865,728
"759","pigeon pea tur","Parshiwani",2016,9.62199312714777,728
"760","wheathusked","Dhule",2015,63.5489510489511,727
"761","sorgumjawar","Dhadgaon",2016,61.0434782608696,726
"762","sorgumjawar","Dound",2014,37.4067699368904,726
"763","bajri","Phaltan",2015,56.5081839438815,725
"764","sorgumjawar","Kalamb (Os)",2014,50.9486999297259,725
"765","pigeon pea tur","Nira-Saswad",2016,12.6436781609195,725
"766","pigeon pea tur","Dudhani",2014,16.4767547857794,723
"767","pigeon pea tur","Solapur",2014,15.8796397979354,723
"768","wheathusked","Gangapur",2016,45.2664576802508,722
"769","pigeon pea tur","Vani",2015,13.6448598130841,719
"770","sorgumjawar","Dhule",2014,47.3614775725594,718
"771","pigeon pea tur","Chandur Bajar",2014,16.6744186046512,717
"772","sorgumjawar","Gevrai",2014,44.5333333333333,714
"773","pigeon pea tur","Bhokar",2016,8.53892215568862,713
"774","bajri","Jalna",2014,67.8095238095238,712
"775","maize","Phaltan",2016,44.472204871955,712
"776","wheatunhusked","Mangalwedha",2015,25,710
"777","wheathusked","Lasur Station",2015,55.4339327599687,709
"778","wheathusked","Shirpur",2015,61.1927398444252,708
"779","sorgumjawar","Jintur",2014,61.0871440897325,708
"780","sorgumjawar","Dondaicha-Sindkheda",2016,45.974025974026,708
"781","pigeon pea tur","Loha",2016,9.82692307692308,706
"782","bajri","Pathardi",2016,40.2037617554859,705
"783","pigeon pea tur","Devala",2016,14.3877551020408,705
